Algorithms,Algorithm_ID,DPA_METHODS,FEE_METHODS,FES_METHODS,CLF_METHODS,END_METHODS,END_TO_END_METHODS,DPA_METHODS_ID,FEE_METHODS_ID,FES_METHODS_ID,CLF_METHODS_ID,END_METHODS_ID,END_TO_END_METHODS_ID,train_score,test_score,trainacc_0,testacc_0,traintime_0,testtime_0,trainacc_1,testacc_1,traintime_1,testtime_1,trainacc_2,testacc_2,traintime_2,testtime_2,trainacc_3,testacc_3,traintime_3,testtime_3,trainacc_4,testacc_4,traintime_4,testtime_4,trainacc_5,testacc_5,traintime_5,testtime_5,mean_trainacc,mean_testacc,mean_traintime,mean_testtime
RA-TRCSP-RFE-LDA,"[2, 2, 7, 2, 0, 0]",RA,TRCSP,RFE,LDA,,,2,2,7,2,0,0,0.596,0.483333333,0.631333333,0.551111111,0.243402243,0.192377138,0.811333333,0.793333333,0.245186162,0.192774677,0.831333333,0.723333333,0.252497101,0.178393173,0.735333333,0.61,0.234538102,0.172731543,0.721333333,0.66,0.230732942,0.180938888,0.596,0.483333333,0.244435024,0.184853244,0.721111111,0.636851852,0.241798596,0.18367811
EA-MEKT-ANOVA-K-MLP,"[1, 0, 0, 0, 50, 0]",EA,,,,MEKT-ANOVA-K-MLP,,1,0,0,0,50,0,0.580666667,0.632222222,0.683333333,0.541111111,2.439663887,0.387743068,0.754,0.76,2.390699148,0.387856889,0.736,0.636666667,2.374949813,0.38797996,0.715333333,0.618888889,2.35568819,0.367361164,0.580666667,0.632222222,2.300428271,0.368852735,0.580666667,0.632222222,2.300428271,0.368852735,0.675,0.636851852,2.360309597,0.378107758
TLDUMMY-CSP-LR,"[0, 1, 0, 3, 0, 0]",TLDUMMY,CSP,,LR,,,0,1,0,3,0,0,0.584,0.602222222,0.678666667,0.533333333,0.242682934,0.197264051,0.806,0.765555556,0.453324771,0.172543049,0.892666667,0.697777778,0.456489015,0.198586607,0.784666667,0.593333333,0.40974474,0.168650913,0.790666667,0.627777778,0.416226053,0.177885962,0.584,0.602222222,0.462303543,0.209972072,0.756111111,0.636666667,0.406795176,0.187483776
TLDUMMY-CSP-ANOVA-K-LR,"[0, 1, 1, 3, 0, 0]",TLDUMMY,CSP,ANOVA-K,LR,,,0,1,1,3,0,0,0.584,0.602222222,0.678666667,0.533333333,0.248805976,0.186024332,0.806,0.765555556,0.240075326,0.18139708,0.892666667,0.697777778,0.248550248,0.201121926,0.784666667,0.593333333,0.236090374,0.1778651,0.790666667,0.627777778,0.25754838,0.170693231,0.584,0.602222222,0.260345721,0.203218532,0.756111111,0.636666667,0.248569338,0.186720033
TLDUMMY-CSP-MIC-K-LR,"[0, 1, 3, 3, 0, 0]",TLDUMMY,CSP,MIC-K,LR,,,0,1,3,3,0,0,0.584,0.602222222,0.678666667,0.533333333,0.246920109,0.192161274,0.806,0.765555556,0.242238522,0.175020289,0.892666667,0.697777778,0.238297915,0.196021032,0.784666667,0.593333333,0.242665219,0.183368134,0.790666667,0.627777778,0.228216553,0.176922202,0.584,0.602222222,0.26890049,0.226832819,0.756111111,0.636666667,0.244539801,0.191720959
TLDUMMY-CSP-LASSO-SVM,"[0, 1, 6, 1, 0, 0]",TLDUMMY,CSP,LASSO,SVM,,,0,1,6,1,0,0,0.584666667,0.585555556,0.658,0.526666667,0.241671419,0.175515079,0.798,0.77,0.261026454,0.191209078,0.892666667,0.701111111,0.234988713,0.174359918,0.792,0.595555556,0.240095162,0.165707016,0.802,0.641111111,0.242013741,0.182418275,0.584666667,0.585555556,0.254920363,0.177954483,0.754555556,0.636666667,0.245785975,0.177860641
TLDUMMY-CSP-RFE-LR,"[0, 1, 7, 3, 0, 0]",TLDUMMY,CSP,RFE,LR,,,0,1,7,3,0,0,0.584,0.602222222,0.678666667,0.533333333,0.248130178,0.183998609,0.806,0.765555556,0.267629552,0.19600184,0.892666667,0.697777778,0.246013856,0.188781166,0.784666667,0.593333333,0.235662436,0.182949424,0.790666667,0.627777778,0.223858738,0.177862024,0.584,0.602222222,0.253350091,0.202142286,0.756111111,0.636666667,0.245774142,0.188622558
EA-CSP-LASSO-SVM,"[1, 1, 6, 1, 0, 0]",EA,CSP,LASSO,SVM,,,1,1,6,1,0,0,0.552,0.56,0.570666667,0.492222222,0.240284491,0.182727432,0.780666667,0.77,0.265028,0.180708051,0.864,0.721111111,0.248081613,0.182840538,0.726,0.614444444,0.245630121,0.177439404,0.706,0.662222222,0.222283864,0.180183601,0.552,0.56,0.261605477,0.177410126,0.699888889,0.636666667,0.247152261,0.180218192
EA-TRCSP-MLP,"[1, 2, 0, 11, 0, 0]",EA,TRCSP,,MLP,,,1,2,0,11,0,0,0.594666667,0.512222222,0.636666667,0.53,0.910358977,0.185305905,0.822,0.782222222,0.557917118,0.149035835,0.864,0.7,0.530790186,0.191778851,0.734,0.633333333,0.631933784,0.1648031,0.727333333,0.662222222,0.4787503,0.169789386,0.594666667,0.512222222,0.909263706,0.194268847,0.729777778,0.636666667,0.669835679,0.175830321
EA-TRCSP-RFECV-LDA,"[1, 2, 8, 2, 0, 0]",EA,TRCSP,RFECV,LDA,,,1,2,8,2,0,0,0.570666667,0.487777778,0.597333333,0.527777778,0.233110547,0.185316753,0.806666667,0.771111111,0.244378161,0.183911538,0.847333333,0.73,0.234790897,0.18676424,0.739333333,0.621111111,0.246649981,0.186276579,0.701333333,0.681111111,0.234691262,0.186159968,0.570666667,0.487777778,0.297862816,0.223483491,0.710444444,0.636481481,0.248580611,0.191985428
RA-CSP-PCA-LDA,"[2, 1, 5, 2, 0, 0]",RA,CSP,PCA,LDA,,,2,1,5,2,0,0,0.538,0.527777778,0.584666667,0.533333333,0.242743587,0.178084159,0.781333333,0.774444444,0.248179102,0.183428979,0.868666667,0.732222222,0.238283825,0.173623538,0.72,0.607777778,0.234823942,0.186385179,0.714,0.643333333,0.224455452,0.188747835,0.538,0.527777778,0.325726914,0.232068896,0.701111111,0.636481481,0.252368804,0.190389764
RA-TRCSP-ANOVA-P-MLP,"[2, 2, 2, 11, 0, 0]",RA,TRCSP,ANOVA-P,MLP,,,2,2,2,11,0,0,0.536666667,0.496666667,0.649333333,0.518888889,0.388357544,0.167274714,0.787333333,0.798888889,0.403333545,0.194014788,0.858,0.73,0.440783286,0.189306045,0.691333333,0.598888889,0.369290376,0.161842799,0.586,0.675555556,0.343682241,0.166351867,0.536666667,0.496666667,0.542301106,0.155285144,0.684777778,0.636481481,0.414624683,0.172345893
TLDUMMY-MEKT-MLP,"[0, 0, 0, 0, 38, 0]",TLDUMMY,,,,MEKT-MLP,,0,0,0,0,38,0,0.579333333,0.628888889,0.696666667,0.541111111,2.39394834,0.387101555,0.756,0.764444444,2.764122987,0.425918126,0.743333333,0.636666667,2.487380576,0.418295646,0.716666667,0.618888889,2.327618122,0.360336447,0.579333333,0.628888889,2.278023243,0.367008471,0.579333333,0.628888889,2.278023243,0.367008471,0.678555556,0.636481481,2.421519419,0.387611453
EA-TRCSP-LASSO-LR,"[1, 2, 6, 3, 0, 0]",EA,TRCSP,LASSO,LR,,,1,2,6,3,0,0,0.570666667,0.518888889,0.605333333,0.526666667,0.238972831,0.181484199,0.805333333,0.788888889,0.260710382,0.195547891,0.83,0.704444444,0.244386029,0.191385102,0.727333333,0.61,0.230265689,0.180041122,0.726666667,0.668888889,0.229674053,0.180364466,0.570666667,0.518888889,0.275870562,0.216208339,0.710888889,0.636296296,0.246646591,0.19083852
RA-TS-MIC-P-LDA,"[2, 5, 4, 2, 0, 0]",RA,TS,MIC-P,LDA,,,2,5,4,2,0,0,0.684666667,0.601111111,0.852666667,0.54,0.246494889,0.196200514,0.882666667,0.724444444,0.254649901,0.210830617,0.854,0.664444444,0.251507473,0.212158084,0.865333333,0.687777778,0.249146414,0.192093396,0.694,0.6,0.235178566,0.197923493,0.684666667,0.601111111,0.303746486,0.215967393,0.805555556,0.636296296,0.256787288,0.204195583
RPA-ABC-TS-RFECV-LR,"[3, 0, 0, 0, 25, 0]",RPA,,,,ABC-TS-RFECV-LR,,3,0,0,0,25,0,0.6,0.593333333,0.806666667,0.873333333,374.9373334,0.585919404,0.602666667,0.492222222,442.9907305,0.680962086,0.670666667,0.691111111,427.338201,0.708242965,0.638,0.586666667,575.33517,0.879315877,0.642,0.581111111,397.0387929,0.643001008,0.6,0.593333333,532.8342741,0.773059249,0.66,0.636296296,458.412417,0.711750098
TLDUMMY-TS-PCA-ETC,"[0, 5, 5, 7, 0, 0]",TLDUMMY,TS,PCA,ETC,,,0,5,5,7,0,0,1,0.622222222,1,0.53,0.372697449,0.225233126,1,0.715555556,0.402545452,0.205056024,1,0.688888889,0.358329582,0.214404368,1,0.653333333,0.353622437,0.208804178,1,0.606666667,0.367174935,0.205408168,1,0.622222222,0.38345356,0.206745052,1,0.636111111,0.372970569,0.210941819
EA-TS-MIC-P-MLP,"[1, 5, 4, 11, 0, 0]",EA,TS,MIC-P,MLP,,,1,5,4,11,0,0,0.760666667,0.584444444,0.792666667,0.524444444,0.675430322,0.234778976,0.952,0.731111111,0.594103146,0.186250877,0.862,0.657777778,0.610458755,0.216151118,0.925333333,0.697777778,0.690582585,0.205371737,0.744666667,0.621111111,0.644632649,0.206404209,0.760666667,0.584444444,0.77724514,0.22407589,0.839555556,0.636111111,0.665408766,0.212172135
RA-CSP-ANOVA-P-KNN,"[2, 1, 2, 4, 0, 0]",RA,CSP,ANOVA-P,KNN,,,2,1,2,4,0,0,0.546,0.531111111,0.590666667,0.504444444,0.265143156,0.213370633,0.804,0.794444444,0.242535996,0.193776393,0.845333333,0.744444444,0.252490139,0.203940773,0.67,0.59,0.237879705,0.19382863,0.636,0.652222222,0.228616953,0.190887976,0.546,0.531111111,0.256270075,0.19688344,0.682,0.636111111,0.247156004,0.198781308
RA-CSP-PCA-SVM,"[2, 1, 5, 1, 0, 0]",RA,CSP,PCA,SVM,,,2,1,5,1,0,0,0.539333333,0.533333333,0.57,0.542222222,0.254350948,0.175807381,0.782666667,0.784444444,0.252994227,0.193420839,0.867333333,0.715555556,0.245312572,0.191095424,0.7,0.598888889,0.23382957,0.182868242,0.700666667,0.642222222,0.246514893,0.185194945,0.539333333,0.533333333,0.28689127,0.204664779,0.693333333,0.636111111,0.25331558,0.188841935
RA-TRCSP-MIC-K-MLP,"[2, 2, 3, 11, 0, 0]",RA,TRCSP,MIC-K,MLP,,,2,2,3,11,0,0,0.607333333,0.53,0.652666667,0.511111111,0.882755089,0.187531066,0.834,0.783333333,0.78025651,0.175199842,0.864666667,0.698888889,0.565203238,0.176540327,0.730666667,0.62,0.659188199,0.172746944,0.738,0.673333333,0.662586999,0.160824275,0.607333333,0.53,0.802629733,0.181438351,0.737888889,0.636111111,0.725436628,0.175713468
RA-TRCSP-LASSO-SVM,"[2, 2, 6, 1, 0, 0]",RA,TRCSP,LASSO,SVM,,,2,2,6,1,0,0,0.608,0.481111111,0.612666667,0.531111111,0.248633361,0.177771854,0.794666667,0.782222222,0.250647831,0.182721591,0.843333333,0.727777778,0.252395606,0.170363402,0.728,0.615555556,0.233186984,0.180084562,0.716666667,0.678888889,0.233935118,0.177161694,0.608,0.481111111,0.268171453,0.188972402,0.717222222,0.636111111,0.247828392,0.179512584
TLDUMMY-MEKT-RFECV-LDA,"[0, 0, 0, 0, 67, 0]",TLDUMMY,,,,MEKT-RFECV-LDA,,0,0,0,0,67,0,0.590666667,0.636666667,0.662,0.556666667,2.487639928,0.3977247,0.73,0.748888889,2.53166225,0.367183375,0.724,0.632222222,2.999350476,0.497272253,0.678,0.605555556,2.35947094,0.360645533,0.590666667,0.636666667,2.357046533,0.357276011,0.590666667,0.636666667,2.357046533,0.357276011,0.662555556,0.636111111,2.515369443,0.38956298
EA-MEKT-RFE-LR,"[1, 0, 0, 0, 64, 0]",EA,,,,MEKT-RFE-LR,,1,0,0,0,64,0,0.575333333,0.631111111,0.652,0.534444444,2.272493935,0.399344277,0.733333333,0.762222222,2.320366192,0.403745484,0.724666667,0.638888889,2.204427338,0.415425587,0.682,0.624444444,2.1830827,0.377944231,0.682,0.624444444,2.1830827,0.377944231,0.575333333,0.631111111,2.211037731,0.376905656,0.674888889,0.635925926,2.229081766,0.391884911
EA-CSP-PCA-GNB,"[1, 1, 5, 10, 0, 0]",EA,CSP,PCA,GNB,,,1,1,5,10,0,0,0.530666667,0.525555556,0.560666667,0.542222222,0.237174654,0.187029743,0.778666667,0.788888889,0.240314913,0.189908314,0.844,0.702222222,0.2434659,0.192203283,0.670666667,0.603333333,0.233873749,0.192893028,0.717333333,0.653333333,0.224326539,0.185709953,0.530666667,0.525555556,0.264042926,0.189314818,0.683666667,0.635925926,0.240533113,0.189509857
TLDUMMY-MEKT-LR,"[0, 0, 0, 0, 36, 0]",TLDUMMY,,,,MEKT-LR,,0,0,0,0,36,0,0.574,0.63,0.658,0.534444444,2.305683422,0.415650415,0.732666667,0.76,2.585984135,0.433754444,0.728,0.635555556,2.153990483,0.424200583,0.686666667,0.625555556,2.254708076,0.390977931,0.574,0.63,2.183480501,0.387656641,0.574,0.63,2.183480501,0.387656641,0.658888889,0.635925926,2.277887853,0.406649443
TLDUMMY-MEKT-MIC-K-LR,"[0, 0, 0, 0, 40, 0]",TLDUMMY,,,,MEKT-MIC-K-LR,,0,0,0,0,40,0,0.574,0.63,0.658,0.534444444,2.520780206,0.423680186,0.732666667,0.76,2.629608393,0.455868697,0.728,0.635555556,2.566871285,0.467311001,0.686666667,0.625555556,2.252882385,0.362706614,0.574,0.63,2.216908622,0.380758429,0.574,0.63,2.216908622,0.380758429,0.658888889,0.635925926,2.400659919,0.411847226
TLDUMMY-MEKT-ANOVA-K-LR,"[0, 0, 0, 0, 48, 0]",TLDUMMY,,,,MEKT-ANOVA-K-LR,,0,0,0,0,48,0,0.574,0.63,0.658,0.534444444,2.27548399,0.422924542,0.732666667,0.76,2.597868276,0.44030478,0.728,0.635555556,2.47170608,0.431148648,0.686666667,0.625555556,2.229500437,0.398420525,0.574,0.63,2.207089138,0.3896312,0.574,0.63,2.207089138,0.3896312,0.658888889,0.635925926,2.331456176,0.412010149
TLDUMMY-MEKT-RFE-LR,"[0, 0, 0, 0, 64, 0]",TLDUMMY,,,,MEKT-RFE-LR,,0,0,0,0,64,0,0.574,0.63,0.658,0.534444444,2.292379713,0.402195549,0.732666667,0.76,2.485529327,0.447863579,0.728,0.635555556,2.240613699,0.411312747,0.686666667,0.625555556,2.196756053,0.371479154,0.574,0.63,2.20419426,0.385334516,0.574,0.63,2.20419426,0.385334516,0.658888889,0.635925926,2.270611219,0.400586677
EA-MEKT-PCA-LR,"[1, 0, 0, 0, 56, 0]",EA,,,,MEKT-PCA-LR,,1,0,0,0,56,0,0.57,0.625555556,0.645333333,0.537777778,2.327247882,0.411767435,0.734,0.76,2.26022265,0.402551436,0.722666667,0.642222222,2.213707542,0.407450891,0.682,0.622222222,2.235307384,0.381391644,0.682,0.622222222,2.235307384,0.381391644,0.57,0.625555556,2.190751433,0.368298554,0.672666667,0.635,2.243757379,0.392141934
RA-MEKT-LR,"[2, 0, 0, 0, 36, 0]",RA,,,,MEKT-LR,,2,0,0,0,36,0,0.576666667,0.632222222,0.653333333,0.533333333,2.34476552,0.41320436,0.732666667,0.761111111,2.301953936,0.392134142,0.726,0.636666667,2.212552857,0.414855099,0.680666667,0.623333333,2.363413191,0.402473521,0.680666667,0.623333333,2.363413191,0.402473521,0.576666667,0.632222222,2.577100658,0.472433734,0.675,0.635,2.360533226,0.416262396
RA-MEKT-MIC-K-LR,"[2, 0, 0, 0, 40, 0]",RA,,,,MEKT-MIC-K-LR,,2,0,0,0,40,0,0.576666667,0.632222222,0.653333333,0.533333333,2.348659635,0.408250403,0.732666667,0.761111111,2.340777469,0.398601127,0.726,0.636666667,2.310898566,0.422357368,0.680666667,0.623333333,2.190019369,0.379578304,0.680666667,0.623333333,2.190019369,0.379578304,0.576666667,0.632222222,2.61171174,0.448425293,0.675,0.635,2.332014358,0.4061318
RA-MEKT-ANOVA-K-LR,"[2, 0, 0, 0, 48, 0]",RA,,,,MEKT-ANOVA-K-LR,,2,0,0,0,48,0,0.576666667,0.632222222,0.653333333,0.533333333,2.27297864,0.409996319,0.732666667,0.761111111,2.259202981,0.380486608,0.726,0.636666667,2.212342238,0.413974714,0.680666667,0.623333333,2.323421645,0.394233775,0.680666667,0.623333333,2.323421645,0.394233775,0.576666667,0.632222222,2.077908731,0.348797035,0.675,0.635,2.244879313,0.390287038
RA-MEKT-RFE-LR,"[2, 0, 0, 0, 64, 0]",RA,,,,MEKT-RFE-LR,,2,0,0,0,64,0,0.576666667,0.632222222,0.653333333,0.533333333,2.342547345,0.434324861,0.732666667,0.761111111,2.275200009,0.391574669,0.726,0.636666667,2.21122427,0.425927687,0.680666667,0.623333333,2.346583843,0.417244029,0.680666667,0.623333333,2.346583843,0.417244029,0.576666667,0.632222222,2.123272967,0.351637864,0.675,0.635,2.27423538,0.406325523
